riskAllele,pValue,pValueAnnotation,riskFrequency,orValue,beta,ci,mappedGenes,traitName,efoTraits
rs10736716-C,4e-06,-,NR,-,-,-,"LINC02733,FTH1","Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs2714300-C,4e-06,-,NR,-,-,-,"LRATD1,NBAS","Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs10949807-T,5e-06,-,NR,-,-,-,"RNF32-DT,Y_RNA","Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs10974778-A,5e-06,-,NR,-,-,-,"ECM1P1,RCL1","Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs8040598-G,5e-06,-,NR,-,-,-,THSD4,"Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs73033411-C,6e-06,-,NR,-,-,-,GNA12,"Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs7914279-G,6e-06,-,NR,-,-,-,"PLPP4,RPL21P16","Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs11142-A,7e-06,-,NR,-,-,-,SORT1,"Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs7302529-T,9e-06,-,NR,-,-,-,"CSRP2,E2F7","Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs7302529-T,2e-07,-,NR,-,0.1448 unit increase,[0.091-0.199],"CSRP2,E2F7","Schizophrenia, bipolar disorder or major depressive disorder x sex interaction","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs2063640-A,5e-07,-,NR,-,0.191 unit decrease,[0.12-0.27],"ZPLD1,RNU6-461P","Schizophrenia, bipolar disorder or major depressive disorder x sex interaction","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs139414355-T,7e-06,-,NR,-,-,-,DNAJC7,"Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs11850406-A,9e-06,-,NR,-,-,-,TMEM229B,"Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs12445424-A,9e-06,-,NR,-,-,-,"LINC02181,LINC02188","Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs79853982-A,4e-06,-,NR,-,-,-,"LINC02329,RNU6-976P","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs11858989-T,5e-06,-,NR,-,-,-,"SLTM,RNF111","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs10974778-A,5e-06,-,NR,-,-,-,"ECM1P1,RCL1","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs13265509-A,5e-06,-,NR,-,-,-,"IDO2,LINC02866","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs11665282-G,5e-06,-,NR,-,-,-,MOCOS,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs9907361-T,7e-06,-,NR,-,-,-,NCBP3,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs7302529-T,7e-06,-,NR,-,-,-,"CSRP2,E2F7","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs7325477-C,8e-06,-,NR,-,-,-,"LINC00399,LINC00676","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs138417126-G,9e-06,-,NR,-,-,-,"FBXO11,PPIAP62","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs9907361-T,2e-06,(female),0.2069,-,0.1174 unit decrease,[0.069-0.166],NCBP3,"Schizophrenia, bipolar disorder or recurrent major depressive disorder","disease recurrence,bipolar disorder,schizophrenia,major depressive disorder"
rs78820019-A,3e-06,(female),0.5435,-,0.086 unit decrease,[0.05-0.122],"UBE3D,TPBG","Schizophrenia, bipolar disorder or recurrent major depressive disorder","disease recurrence,bipolar disorder,schizophrenia,major depressive disorder"
rs71379627-T,6e-06,(female),0.9761,-,0.2087 unit decrease,[0.12-0.3],METTL9,"Schizophrenia, bipolar disorder or recurrent major depressive disorder","disease recurrence,bipolar disorder,schizophrenia,major depressive disorder"
rs3796696-A,7e-06,(male),0.0725,-,0.1393 unit increase,[0.079-0.2],"MYL12BP2,RN7SL28P","Schizophrenia, bipolar disorder or recurrent major depressive disorder","disease recurrence,bipolar disorder,schizophrenia,major depressive disorder"
rs2188307-T,5e-06,(male),0.3753,-,0.0648 unit decrease,[0.037-0.093],"MDFIC,FOXP2","Schizophrenia, bipolar disorder or recurrent major depressive disorder","disease recurrence,bipolar disorder,schizophrenia,major depressive disorder"
chr11:34642998-?,3e-06,(male),0.1357,-,0.0957 unit decrease,[0.055-0.136],-,"Schizophrenia, bipolar disorder or recurrent major depressive disorder","disease recurrence,bipolar disorder,schizophrenia,major depressive disorder"
chr4:121621077-?,4e-06,(male),0.2315,-,0.0878 unit decrease,[0.05-0.125],-,"Schizophrenia, bipolar disorder or recurrent major depressive disorder","disease recurrence,bipolar disorder,schizophrenia,major depressive disorder"
rs117780815-T,3e-08,-,NR,-,-,-,NKAIN2,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs431414-T,2e-06,-,NR,-,-,-,MINDY2,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs116984605-A,2e-06,-,NR,-,-,-,"MTCO1P49,ZFAT","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs7823749-A,3e-06,-,NR,-,-,-,"PAG1,LNMICC","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs11040472-T,3e-06,-,NR,-,-,-,GRM5P1,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs78745202-C,3e-06,-,NR,-,-,-,"ZFAT,MTCO1P49","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs4895382-G,4e-06,-,NR,-,-,-,NKAIN2,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs73033497-T,4e-06,-,NR,-,-,-,"GNA12,CARD11","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs17132744-C,4e-06,-,NR,-,-,-,GNA12,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs17302045-T,4e-06,-,NR,-,-,-,"SLTM,RNF111","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs79853982-A,4e-06,-,NR,-,-,-,"LINC02329,RNU6-976P","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs7897310-A,5e-06,-,NR,-,-,-,"MKNK2P1,Y_RNA","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs10974778-A,5e-06,-,NR,-,-,-,"ECM1P1,RCL1","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs8040598-G,5e-06,-,NR,-,-,-,THSD4,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs10949807-T,6e-06,-,NR,-,-,-,"RNF32-DT,Y_RNA","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs9907361-T,7e-06,-,NR,-,-,-,NCBP3,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs7325477-C,7e-06,-,NR,-,-,-,"LINC00399,LINC00676","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs138417126-G,9e-06,-,NR,-,-,-,"FBXO11,PPIAP62","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs34662893-T,9e-06,-,NR,-,-,-,"TMEM183AP6,LINC02200","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs12445424-A,9e-06,-,NR,-,-,-,"LINC02181,LINC02188","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs9907361-T,2e-06,(female),0.2069,-,0.1174 unit decrease,[0.069-0.166],NCBP3,"Schizophrenia, bipolar disorder or recurrent major depressive disorder","bipolar disorder,schizophrenia,major depressive disorder"
rs7302529-T,4e-06,(female),0.256,-,0.0937 unit increase,[0.054-0.134],"CSRP2,E2F7","Schizophrenia, bipolar disorder or recurrent major depressive disorder","bipolar disorder,schizophrenia,major depressive disorder"
rs71379627-T,6e-06,(female),0.9761,-,0.2087 unit decrease,[0.12-0.3],METTL9,"Schizophrenia, bipolar disorder or recurrent major depressive disorder","bipolar disorder,schizophrenia,major depressive disorder"
rs2130709-A,1e-06,(male),0.6005,-,0.184 unit decrease,[0.11-0.26],DCHS2,"Schizophrenia, bipolar disorder or recurrent major depressive disorder","bipolar disorder,schizophrenia,major depressive disorder"
rs2188307-T,2e-06,(male),0.373,-,0.0694 unit decrease,[0.041-0.098],"MDFIC,FOXP2","Schizophrenia, bipolar disorder or recurrent major depressive disorder","bipolar disorder,schizophrenia,major depressive disorder"
rs117780815-T,3e-08,-,NR,-,-,-,NKAIN2,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs431414-T,5e-07,-,NR,-,-,-,MINDY2,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs12445424-A,2e-06,-,NR,-,-,-,"LINC02181,LINC02188","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs116984605-A,2e-06,-,NR,-,-,-,"MTCO1P49,ZFAT","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs78745202-C,3e-06,-,NR,-,-,-,"ZFAT,MTCO1P49","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs11040472-T,3e-06,-,NR,-,-,-,GRM5P1,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs73033497-T,4e-06,-,NR,-,-,-,"GNA12,CARD11","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs17132744-C,4e-06,-,NR,-,-,-,GNA12,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs4895382-G,4e-06,-,NR,-,-,-,NKAIN2,"Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs1543274-G,4e-06,-,NR,-,-,-,"C6orf89,PI16","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs12341335-C,1e-05,-,NR,-,-,-,"TUSC1,RN7SKP120","Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)","bipolar disorder,schizophrenia,sex interaction measurement,major depressive disorder"
rs835436-T,3e-06,-,NR,-,0.243 unit decrease,[0.14-0.34],FGGY,Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
rs113067418-A,8e-06,-,NR,-,0.913 unit decrease,[0.51-1.31],"CASP3P1,LINC01788",Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
rs1323097-T,4e-06,-,NR,-,0.257 unit increase,[0.15-0.37],MGC27382,Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
rs3754450-T,3e-06,-,NR,-,0.244 unit increase,[0.14-0.35],"RPL7P8,GSTM4",Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
rs17498753-A,5e-06,-,NR,-,0.328 unit increase,[0.19-0.47],CAMKMT,Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
rs4904644-A,2e-06,-,NR,-,0.245 unit decrease,[0.14-0.35],"KCNK13,PSMC1",Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
rs582066-A,6e-06,-,NR,-,0.328 unit increase,[0.19-0.47],"RANP7,RRBP1P2",Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
rs7646282-T,4e-06,-,NR,-,0.448 unit decrease,[0.26-0.64],ZBTB20,Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
rs139459337-T,8e-07,-,NR,-,0.49 unit increase,[0.29-0.69],ZBTB20,Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
rs17756220-A,2e-06,-,NR,-,0.469 unit decrease,[0.27-0.66],"EIF4E2P2,ZBTB20",Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
rs7190761-A,6e-06,-,NR,-,0.307 unit decrease,[0.17-0.44],"MPHOSPH6-DT,CDH13",Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
rs55685444-C,2e-06,-,NR,-,0.278 unit decrease,[0.16-0.39],"TARS1,TOMM40P3",Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
rs77826363-T,1e-06,-,NR,-,0.759 unit increase,[0.45-1.06],"FOXQ1,LINC01622",Seasonality and depression,"bipolar disorder,seasonality measurement,major depressive disorder"
